"","X5","X6","X8","X24","X29"
"779","Apogon","indicus","Apogon indicus","sh surge","1"
"780","Apogon","semiornatus","Apogon semiornatus","1-30m;42-65m",NA
"781","Apogon","sp. cf. erythrinus",NA,NA,NA
"782","Apogon","susanae","Apogon susanae","3-6m","1"
"783","Apogon","talboti","Apogon talboti","8-35m","1"
"784","Apogon","sp","Apogon sp",NA,"1"
"785","Apogonichthyoides","atripes","Apogonichthyoides atripes","6-30m","1"
"786","Apogonichthyoides","melas","Apogonichthyoides melas","1-15m","1"
"787","Apogonichthyoides","nigripinnis","Apogonichthyoides nigripinnis","6-30m","1"
"788","Apogonichthyoides","timorensis","Apogonichthyoides timorensis",".5-25m","1"
"789","Apogonichthyoides","umbratilis","Apogonichthyoides umbratilis","10-46m","1"
"790","Apogonichthys","ocellatus","Apogonichthys ocellatus","0-3m","1"
"791","Apogonichthys","perdix","Apogonichthys perdix","1-79m","1"
"792","Archamia","bleekeri","Archamia bleekeri","1-30m","1"
"793","Cercamia","eremia","Cercamia eremeia","2-40m","1"
"794","Cercamia","melanogaster","Cercamia melanogaster","15-42m",NA
"795","Cercamia","sp","Cercamia sp","10-30m(90)","1"
"796","Cheilodipterus","artus","Cheilodipterus artus","3-25m","1"
"797","Cheilodipterus","intermedius","Cheilodipterus intermedius","2-20m","1"
"798","Cheilodipterus","isostigma","Cheilodipterus isostigmus","1-≥41m","1"
"799","Cheilodipterus","arabicus","Cheilodipterus lineatus","1-≥91m","1"
"800","Cheilodipterus","quinquelineatus","Cheilodipterus quinquelineatus","1-40m","1"
"801","Cheilodipterus","singapurensis","Cheilodipterus singapurensis","2-10m","1"
"802","Fibramia","amboinensis","Fibramia amboinensis",NA,"1"
"803","Fibramia","lateralis","Fibramia lateralis","1-30m","1"
"804","Fibramia","thermalis","Fibramia thermalis",".5-20m","1"
"805","Foa","fo","Foa fo","1-34m","1"
"806","Foa","hyalina","Foa hyalina","2-15m","1"
"807","Foa","nivosa","Foa nivosa","15-48m","1"
"808","Fowleria","aurita","Fowleria aurita","0-24m","1"
"809","Fowleria","isostigma","Fowleria isostigma","1-15m","1"
"810","Fowleria","marmorata","Fowleria marmorata","7-37m","1"
"811","Fowleria","vaiulae","Fowleria vaiulae","1-52m","1"
"812","Fowleria","variegata","Fowleria variegata",".3-27m","1"
"813","Gymnapogon","philippinus","Gymnapogon philippinus","0-9m",NA
"814","Gymnapogon","urospilotus","Gymnapogon urospilotus","tpls-18m","1"
"815","Jaydia","smithi","Jaydia smithi","22-230m",NA
"816","Jaydia","truncata","Jaydia truncata","15-110m","?"
"817","Neamia","octospina","Neamia octospina","tidepool-10m","1"
"818","Nectamia","bandanensis","Nectamia bandanensis","1-27m","1"
"819","Nectamia","fusca","Nectamia fusca","0-20m","1"
"820","Nectamia","luxuria","Nectamia luxuria","1-16m","1"
"821","Nectamia","savayensis","Nectamia savayensis","1-22m","1"
"822","Nectamia","similis","Nectamia similis","2-12m","1"
"823","Nectamia","viria","Nectamia viria","3-11m","1"
"824","Ostorhinchus","angustatus","Ostorhinchus angustatus","1-65m","1"
"825","Ostorhinchus","aphanes","Ostorhinchus aphanes","73m","1"
"826","Ostorhinchus","apogonoides","Ostorhinchus apogonoides","2-60m","1"
"827","Ostorhinchus","fasciatus","Ostorhinchus fasciatus","2-128m","1"
"828","Ostorhinchus","cheni","Ostorhinchus cheni","70-124m","1"
"829","Ostorhinchus","compressus","Ostorhinchus compressus","2-20m","1"
"830","Ostorhinchus","cyanosoma","Ostorhinchus cyanosoma","1-50m","1"
"831","Ostorhinchus","dispar","Ostorhinchus dispar","15-60m","1"
"832","Ostorhinchus","fasciatus","Ostorhinchus fasciatus","2-128m",NA
"833","Ostorhinchus","franssedai","Ostorhinchus franssedai","12-95m","1"
"834","Ostorhinchus","hartzfeldii","Ostorhinchus hartzfeldii","1-12m","1"
"835","Ostorhinchus","holotaenia","Ostorhinchus holotaenia","5-35m(1-65m)","?"
"836","Ostorhinchus","jenkinsi","Ostorhinchus jenkinsi","8-45m","1"
"837","Ostorhinchus","luteus","Ostorhinchus luteus",NA,"1"
"838","Ostorhinchus","melanoproctus","Ostorhinchus melanoproctus","15-50m","1"
"839","Ostorhinchus","nanus","Ostorhinchus nanus","3-20m","1"
"840","Ostorhinchus","nigrofasciatus","Ostorhinchus nigrofasciatus","1-50m","1"
"841","Ostorhinchus","notatus","Ostorhinchus notatus","2-30m","?"
"842","Ostorhinchus","novemfasciatus","Ostorhinchus novemfasciatus",".5-4m","1"
"843","Ostorhinchus","pleuron","Ostorhinchus pleuron","3-91m","1"
"844","Ostorhinchus","regula","Ostorhinchus regula","27-55m",NA
"845","Ostorhinchus","sealei","Ostorhinchus sealei","1-25m","1"
"846","Ostorhinchus","selas","Ostorhinchus selas","3-60m","1"
"847","Ostorhinchus","semilineatus","Ostorhinchus semilineatus","sh","1"
"848","Ostorhinchus","taeniophorus","Ostorhinchus taeniophorus",".5-10m","1"
"849","Ostorhinchus","neotes","Ostorhinchus Brephamia neotes","10-25m","1"
"850","Pristiapogon","exostigma","Pristiapogon exostigma","1-60m","1"
"851","Pristiapogon","fraenatus","Pristiapogon fraenatus","1-50m","1"
"852","Pristiapogon","kallopterus","Pristiapogon kallopterus","1-158m","1"
"853","Pristiapogon","taeniopterus","Pristiapogon taeniopterus","1-42m",NA
"854","Pristicon","rhodopterus","Pristicon rhodopterus","1-20m","1"
"855","Pristicon","rufus","Pristicon rufus","15-80m","1"
"856","Pristicon","trimaculatus","Pristicon trimaculatus","1-35m","1"
"857","Pseudamiops","gracilicauda","Pseudamiops gracilicauda","1-30m","e"
"858","Rhabdamia","gracilis","Rhabdamia gracilis","5-20m(1-13m)","1"
"859","Rhabdamia","novaluna","Rhabdamia novaluna","3-32m",NA
"860","Siphamia","cyanophthalma","Siphamia cyanophthalma","0-30m","1"
"861","Siphamia","fistulosa","Siphamia fistulosa","0-30m",NA
"862","Siphamia","fuscolineata","Siphamia fuscolineata","6-50m",NA
"863","Siphamia","jebbi","Siphamia jebbi","0-30m","1"
"864","Siphamia","spinicola","Siphamia spinicola","5-20m(150m)",NA
"865","Siphamia","tubifer","Siphamia tubifer","0.5-180m","1"
"866","Sphaeramia","nematoptera","Sphaeramia nematoptera","1-14m","1"
"867","Sphaeramia","orbicularis","Sphaeramia orbicularis","0-3m","1"
"868","Taeniamia","biguttata","Taeniamia biguttata","0.1-33m","1"
"869","Taeniamia","buruensis","Taeniamia buruensis","0-6m","1"
"870","Taeniamia","fucata","Taeniamia fucata",".5-60m","1"
"871","Taeniamia","macroptera","Taeniamia macroptera","0.5-20m","1"
"872","Taeniamia","zosterophora","Taeniamia zosterophora","2-45m","1"
"873","Verulux","cypselurus","Verulux cypselurus","2-32m","1"
"874","Yarica","hyalosoma","Yarica hyalosoma","1-25m","1"
"875","Zapogon","evermanni","Zapogon evermanni","3-120m","1"
"876","Zoramia","gilberti","Zoramia gilberti","2-10m","1"
"877","Zoramia","leptacanthus","Zoramia leptacantha","1-12m","1"
"878","Zoramia","perlita","Zoramia perlita","3-12m","1"
"879","Zoramia","viridiventer","Zoramia viridiventer","1-50m","1"
"880","Pseudamia","amblyuroptera","Pseudamia amblyuroptera","0-30m","1"
"881","Pseudamia","gelatinosa","Pseudamia gelatinosa","0.5-40m","1"
"882","Pseudamia","hayashii","Pseudamia hayashii","2-64m","1"
"883","Pseudamia","zonata","Pseudamia zonata","10-100m","1"
"884","Sillago","robusta","Sillago robusta","to 70m","?"
"885","Sillago","sihama","Sillago sihama","0-160m","1"
"886","Hoplolatilus","cuniculus","Hoplolatilus cuniculus","(2)25-115m","1"
"887","Hoplolatilus","marcosi","Hoplolatilus marcosi","18-≥91m","1"
"888","Hoplolatilus","purpureus","Hoplolatilus purpureus","35-85m",NA
"889","Hoplolatilus","randalli","Hoplolatilus randalli","30-85m","1"
"890","Hoplolatilus","sp.","Hoplolatilus sp.","243-249m",NA
"891","Hoplolatilus","starcki","Hoplolatilus starcki","9-105m","1"
"892","Malacanthus","brevirostris","Malacanthus brevirostris","5-80m; 164m PI","1"
"893","Malacanthus","latovittatus","Malacanthus latovittatus","3-70m","1"
"894","Echeneis","naucrates","Echeneis naucrates","1-85m(1080)","1"
"895","Phtheirichthys","lineatus","Phtheirichthys lineatus","p","1"
"896","Remora","remora","Remora remora",NA,"1"
"897","Coryphaena","equiselis","Coryphaena equiselis",NA,"1"
"898","Coryphaena","hippurus","Coryphaena hippurus","0-100m","1"
"899","Alectis","ciliaris","Alectis ciliaris","1-100m","1"
"900","Alectis","indica","Alectis indica","1-60m","1"
"901","Atule","mate","Atule mate","1-80m","1"
"902","Carangoides","bajad","Carangoides bajad","2-250m(2-100m)","1"
"903","Carangoides","coeruleopinnatus","Carangoides coeruleopinnatus","10-100m","1"
"904","Carangoides","dinema","Carangoides dinema","12-≥71m","1"
"905","Carangoides","ferdau","Carangoides ferdau","1-60m","1"
"906","Carangoides","fulvoguttatus","Carangoides fulvoguttatus","2-100m","1"
"907","Carangoides","gymnostethus","Carangoides gymnostethus","25-280m",NA
"908","Carangoides","hedlandensis","Carangoides hedlandensis","25-60m",NA
"909","Carangoides","oblongus","Carangoides oblongus","5-100m",NA
"910","Ferdauia","orthogrammus","Carangoides orthogrammus","1-190m","1"
"911","Carangoides","plagiotaenia","Carangoides plagiotaenia","2-200m","1"
"912","Carangoides","talamparoides","Carangoides talamparoides","10-140m","1"
"913","Caranx","ignobilis","Caranx ignobilis","1-188m","1"
"914","Caranx","lugubris","Caranx lugubris","12-354m rarely in 1m","1"
"915","Caranx","melampygus","Caranx melampygus","1-230m","1"
"916","Caranx","papuensis","Caranx papuensis","1-50m","1"
"917","Caranx","sexfasciatus","Caranx sexfasciatus","1-96m","1"
"918","Caranx","tille","Caranx tille","5-130m",NA
"919","Decapterus","macarellus","Decapterus macarellus","1-400m","1"
"920","Decapterus","macrosoma","Decapterus macrosoma","30-214m","1"
"921","Decapterus","maruadsi","Decapterus maruadsi",NA,NA
"922","Decapterus","russelli","Decapterus russelli","5-300m(6m Flores?)","1"
"923","Decapterus","tabl","Decapterus tabl","125-492m; 7m",NA
"924","Gnathanodon","speciosus","Gnathanodon speciosus","1-162m","1"
"925","Megalaspis","cordyla","Megalaspis cordyla","1-100m","1"
"926","Selar","boops","Selar boops","1-100m","1"
"927","Selar","crumenophthalmus","Selar crumenophthalmus","1-200m","1"
"928","Ulua","mentalis","Ulua mentalis","20-100m","1"
"929","Uraspis","helvola","Uraspis helvola","1-77m(30-180m; to Necker","1"
"930","Uraspis","uraspis","Uraspis uraspis","5-302m",NA
"931","Elagatis","bipinnulata","Elagatis bipinnulata","1-150m","1"
"932","Naucrates","ductor","Naucrates ductor","0-300m","1"
"933","Scomberoides","lysan","Scomberoides lysan","1-100m","1"
"934","Seriola","dumerili","Seriola dumerili","3-385m","1"
"935","Seriola","rivoliana","Seriola rivoliana","1-245m","1"
"936","Trachinotus","baillonii","Trachinotus bailloni",".5-5m(10-100m)","1"
"937","Trachinotus","blochii","Trachinotus blochii","1-40m(10-100m)","1"
"938","Aurigequula","fasciata","Aurigequula fasciata","1-120m","1"
"939","Leiognathus","equula","Leiognathus equulus","1-70m","1"
"940","Secutor","ruconius","Secutor ruconius","1-60m",NA
"941","Equulites","elongatus","Equulites elongatus","5-130m","1"
"942","Gazza","minuta","Gazza minuta","2-75m","1"
"943","Gazza","rhombea","Gazza rhombea","0-50m","1"
"944","Photolateralis","stercorarius","Photolateralis stercorarius","1-50m",NA
"945","Photopectoralis","bindus","Photopectoralis bindus","2-160m","1"
"946","Eumegistus","illustris","Eumegistus illustris","150-620m",NA
"947","Pterycombus","petersii","Pterycombus petersii","0-654m",NA
"948","Emmelichthys","karnellai","Emmelichthys karnellai","128-275m",NA
"949","Erythrocles","schlegelii","Erythrocles schlegelii","100-400m","1"
"950","Erythrocles","scintillans","Erythrocles scintillans","73(Easter I.)-606m; Hancock",NA
"951","Aphareus","furca","Aphareus furca","1-302m","1"
"952","Aphareus","rutilans","Aphareus rutilans","20m;61-250m(10-100m)","1"
"953","Aprion","virescens","Aprion virescens","1-180m","1"
"954","Etelis","carbunculus","Etelis carbunculus","89-398m; Hi 48-398m; 12m","1"
"955","Etelis","coruscans","Etelis coruscans","100-396m","1"
"956","Etelis","radiosus","Etelis radiosus","90-360","1"
"957","Pristipomoides","argyrogrammicus","Pristipomoides argyrogrammicus","70-348m","1"
"958","Pristipomoides","auricilla","Pristipomoides auricilla","90-360m; HI 160-352m, Laysan; 25m","1"
"959","Pristipomoides","filamentosus","Pristipomoides filamentosus","52-360m; Hi 27-343m Pearle & Hermes; Oahu juvs 60-90m, ad 150-190m","1"
"960","Pristipomoides","flavipinnis","Pristipomoides flavipinnis","77-360m","1"
"961","Pristipomoides","seiboldi","Pristipomoides seiboldi","91-360m",NA
"962","Pristipomoides","zonatus","Pristipomoides zonatus","70-352m to Pearle & Hermes","1"
"963","Randallichthys","filamentosus","Randallichthys filamentosus","150-476m;25m Izu Is","1"
"964","Paracaesio","kusakarii","Paracaesio kusakaraii","100-320m","1"
"965","Paracaesio","paragrapsimodon","Paracaesio paragrapsimodon","200m",NA
"966","Paracaesio","sordida","Paracaesio sordida","5-200m",NA
"967","Paracaesio","sp.",NA,NA,NA
"968","Paracaesio","stonei","Paracaesio stonei","200-320m","1"
"969","Paracaesio","xanthura","Paracaesio xanthura","5-200m","1"
"970","Symphorichthys","spilurus","Symphorichthys spilurus","5-60m","1"
"971","Symphorus","nematophorus","Symphurus nematophorus","5-120m","1"
"972","Lutjanus","argentimaculatus","Lutjanus argentimaculatus","1-150m","1"
"973","Lutjanus","biguttatus","Lutjanus biguttatus","2-40m","1"
"974","Lutjanus","bohar","Lutjanus bohar","1-180m(503M)","1"
"975","Lutjanus","decussatus","Lutjanus decussatus","1-100m","1"
"976","Lutjanus","ehrenbergii","Lutjanus ehrenbergi","1-20m","1"
"977","Lutjanus","fulviflamma","Lutjanus fulviflamma","1-35m","1"
"978","Lutjanus","fulvus","Lutjanus fulvus","1-128m(150m)","1"
"979","Lutjanus","gibbus","Lutjanus gibbus","1-150m","1"
"980","Lutjanus","johnii","Lutjanus johnii","1-80m","1"
"981","Lutjanus","kasmira","Lutjanus kasmira","1-265m","1"
"982","Lutjanus","malabaricus","Lutjanus malabaricus","10-140m","1"
"983","Lutjanus","monostigma","Lutjanus monostigma","5-60m","1"
"984","Lutjanus","rivulatus","Lutjanus rivulatus","2-100m","1"
"985","Lutjanus","rufolineatus","Lutjanus rufolineatus","10-160m","1"
"986","Lutjanus","russellii","Lutjanus russelli","1-130m","1"
"987","Lutjanus","semicinctus","Lutjanus semicinctus","5-40m","1"
"988","Lutjanus","timorensis","Lutjanus timorensis","6-150m",NA
"989","Lutjanus","vitta","Lutjanus vitta","8-130m","1"
"990","Macolor","macularis","Macolor macularis","3-90m","1"
"991","Macolor","niger","Macolor niger","1-90m","1"
"992","Pinjalo","lewisi","Pinjalo lewisi","5-100m","1"
"993","Caesio","caerulaurea","Caesio caerulaurea","1-≥51m","1"
"994","Caesio","cuning","Caesio cuning","1-64m","1"
"995","Caesio","lunaris","Caesio lunaris","0.3-50m","1"
"996","Caesio","teres","Caesio teres","1-≥51m","1"
"997","Pterocaesio","lativittata","Pterocaesio lativittata","10-70m","1"
"998","Pterocaesio","marri","Pterocaesio marri","1-35m","1"
"999","Pterocaesio","pisang","Pterocaesio pisang","1-100m","1"
"1000","Pterocaesio","tessellata","Pterocaesio tessellata","1-50m","1"
"1001","Pterocaesio","tile","Pterocaesio tile","1-75m","1"
"1002","Pterocaesio","trilineata","Pterocaesio trilineata","1-30m","1"
"1003","Gymnocaesio","gymnoptera","Gymnocaesio gymnoptera","2-30m",NA
"1004","Lobotes","surinamensis","Lobotes surinamensis","5-50m","1"
"1005","Gerres","erythrourus","Gerres erythrourus","0-40m","1"
"1006","Gerres","filamentosus","Gerres filamentosus","1-50m","1"
"1007","Gerres","longirostris","Gerres longirostris","0.5-20m","1"
"1008","Gerres","macracanthus","Gerres macracanthus","1-30m","1"
"1009","Gerres","oblongus","Gerres oblongus","1-25m","1"
"1010","Gerres","oyena","Gerres oyena","0-20m(5-50m)","1"
"1011","Diagramma","pictum","Diagramma pictum pictum","1-170m","1"
"1012","Plectorhinchus","albovittatus","Plectorhinchus albovittatus","2-75m","1"
"1013","Plectorhinchus","chaetodonoides","Plectorhinchus chaetodonoides","1-40m","1"
"1014","Plectorhinchus","chrysotaenia","Plectorhinchus chrysotaenia","2-70m","1"
"1015","Plectorhinchus","gibbosus","Plectorhinchus gibbosus","0.5-60m","1"
"1016","Plectorhinchus","lessonii","Plectorhinchus lessonii","1-35m","1"
"1017","Plectorhinchus","lineatus","Plectorhinchus lineatus","1-≥51m","1"
"1018","Plectorhinchus","picus","Plectorhinchus picus","1-50m","1"
"1019","Plectorhinchus","polytaenia","Plectorhinchus polytaenia","5-75m",NA
"1020","Plectorhinchus","unicolor","Plectorhinchus unicolor","1-10m","e"
"1021","Plectorhinchus","vittatus","Plectorhinchus vittatus","2-60m","1"
"1022","Pomadasys","argenteus","Pomadasys argenteus","1-115m","1"
"1023","Pomadasys","kaakan","Pomadasys kaakan","1-75m","1"
"1024","Gnathodentex","aureolineatus","Gnathodentex aurolineatus","1-30m","1"
"1025","Gymnocranius","euanus","Gymnocranius euanus","10-100m","1"
"1026","Gymnocranius","grandoculis","Gymnocranius grandoculis","10-170m",NA
"1027","Gymnocranius","griseus","Gymnocranius griseus","10-80m","1"
"1028","Gymnocranius","microdon","Gymnocranius microdon","15-50m","1"
"1029","Gymnocranius","satoi","Gymnocranius satoi","2-50m(20-40m)","1"
"1030","Gymnocranius","unid sp.",NA,NA,NA
"1031","Lethrinus","amboinensis","Lethrinus amboinensis","5-30m","?"
"1032","Lethrinus","atkinsoni","Lethrinus atkinsoni","1-30m","1"
"1033","Lethrinus","erythracanthus","Lethrinus erythracanthus","6-120m","1"
"1034","Lethrinus","erythropterus","Lethrinus erythropterus","2-30m","1"
"1035","Lethrinus","genivittatus","Lethrinus genivittatus","1-30m",NA
"1036","Lethrinus","harak","Lethrinus harak","1-25m(5-50m)","1"
"1037","Lethrinus","lentjan","Lethrinus lentjan","1-120m","1"
"1038","Lethrinus","microdon","Lethrinus microdon","2-80m","1"
"1039","Lethrinus","obsoletus","Lethrinus obsoletus","1-30m","1"
"1040","Lethrinus","olivaceus","Lethrinus olivaceus","1-185m","1"
"1041","Lethrinus","ornatus","Lethrinus ornatus","3-20m",NA
"1042","Lethrinus","rubrioperculatus","Lethrinus rubrioperculatus","8-160m","1"
"1043","Lethrinus","semicinctus","Lethrinus semicinctus","1-35m","1"
"1044","Lethrinus","variegatus","Lethrinus variegatus","1-25m","1"
"1045","Lethrinus","xanthochilus","Lethrinus xanthochilus","1-150m","1"
"1046","Monotaxis","grandoculis","Monotaxis grandoculis","1-101m(150m)","1"
"1047","Monotaxis","heterodon","Monotaxis heterodon","2-25m","1"
"1048","Wattsia","mossambica","Wattsia mossambica","100-290m",NA
"1049","Nemipterus","balinensis","Nemipterus balinensis","35-150m","1"
"1050","Nemipterus","furcosus","Nemipterus furcosus","2-110m","1"
"1051","Nemipterus","hexodon","Nemipterus hexadon","10-80m","1"
"1052","Nemipterus","peronii","Nemipterus peronii","6-144m","1"
"1053","Pentapodus","aureofasciatus","Pentapodus aureofasciatus","3-80m",NA
"1054","Pentapodus","caninus","Pentapodus caninus","2-60m","1"
"1055","Pentapodus","trivittatus","Pentapodus trivittatus","1-30m","1"
"1056","Scolopsis","affinis","Scolopsis affinis","3-60m","1"
"1057","Scolopsis","bilineata","Scolopsis bilineata","1-100m","1"
"1058","Scolopsis","ciliata","Scolopsis ciliata","1-60m","1"
"1059","Scolopsis","lineata","Scolopsis lineata","1-20m","1"
"1060","Scolopsis","margaritifera","Scolopsis margaritifera","2-32m","1"
"1061","Scolopsis","monogramma","Scolopsis monogramma","2-50m","1"
"1062","Scolopsis","taenioptera","Scolopsis taenioptera","2-50m","1"
"1063","Scolopsis","temporalis","Scolopsis temporalis","2-35m","1"
"1064","Scolopsis","trilineata","Scolopsis trilineata","1-20m","1"
"1065","Polydactylus","sexfilis","Polydactylus sexfilis","1-99m","1"
"1066","Mulloidichthys","flavolineatus","Mulloidichthys flavolineatus","1-97m","1"
"1067","Mulloidichthys","pflugeri","Mulloidichthys pflugeri","12-110m",NA
"1068","Mulloidichthys","vanicolensis","Mulloidichthys vanicolensis","1-116m","1"
"1069","Parupeneus","barberinoides","Parupeneus barberinoides","2-100m","1"
"1070","Parupeneus","barberinus","Parupeneus barberinus","1-100m","1"
"1071","Parupeneus","ciliatus","Parupeneus ciliatus","5-40m",NA
"1072","Parupeneus","crassilabris","Parupeneus crassilabris","1-80m","1"
"1073","Parupeneus","cyclostomus","Parupeneus cyclostomus","1-125m, pos. 300m","1"
"1074","Parupeneus","heptacanthus","Parupeneus heptacanthus","1-121m; to 300m Ncal","1"
"1075","Parupeneus","indicus","Parupeneus indicus","1-30m(5-65m)","1"
"1076","Parupeneus","insularis","Parupeneus insularis","1-83m",NA
"1077","Parupeneus","moffitti","Parupeneus moffitti","120-230m",NA
"1078","Parupeneus","multifasciatus","Parupeneus multifasciatus","1-161m","1"
"1079","Parupeneus","pleurostigma","Parupeneus pleurostigma","1-120m","1"
"1080","Upeneus","taeniopterus","Upeneus taeniopterus","5-50m;184-198m PI?","1"
"1081","Upeneus","tragula","Upeneus tragula","1-50m","1"
"1082","Upeneus","vittatus","Upeneus vittatus","1-320m","1"
"1083","Monodactylus","argenteus","Monodactylus argenteus","0-15m(5-25m)","1"
"1084","Toxotes","jaculatrix","Toxotes jaculatrix","0-2m","1"
"1085","Chaetodon","adiergastos","Chaetodon adiergastos","1-30m","1"
"1086","Chaetodon","auriga","Chaetodon auriga setifer","1-66m","1"
"1087","Chaetodon","baronessa","Chaetodon baronessa","1-15m","1"
"1088","Chaetodon","bennetti","Chaetodon bennetti","1-≥41m","1"
"1089","Chaetodon","burgessi","Chaetodon burgessi","20-123m, us>40m","1"
"1090","Chaetodon","citrinellus","Chaetodon citrinellus","1-130m","1"
"1091","Chaetodon","ephippium","Chaetodon ephippium","1-≥31m","1"
"1092","Chaetodon","flavocoronatus","Chaetodon flavocoronatus","35-100m",NA
"1093","Chaetodon","guentheri","Chaetodon guentheri","5-90m","1"
"1094","Chaetodon","kleinii","Chaetodon kleinii","2-122m","1"
"1095","Chaetodon","lineolatus","Chaetodon lineolatus","2-171m","1"
"1096","Chaetodon","lunula","Chaetodon lunula","1-158m","1"
"1097","Chaetodon","lunulatus","Chaetodon lunulatus","1-≥51m","1"
"1098","Chaetodon","melannotus","Chaetodon melannotus","1-25m","1"
"1099","Chaetodon","mertensii","Chaetodon mertensii","10-120m","1"
"1100","Chaetodon","meyeri","Chaetodon meyeri","2-25m","1"
"1101","Chaetodon","ocellicaudus","Chaetodon ocellicaudus","1-50m","1"
"1102","Chaetodon","octofasciatus","Chaetodon octofasciatus","yellow 3-20m","1"
"1103","Chaetodon","ornatissimus","Chaetodon ornatissimus","1-36m","1"
"1104","Chaetodon","oxycephalus","Chaetodon oxycephalus","2-40m","1"
"1105","Chaetodon","pelewensis","Chaetodon pelewensis","1-45m","1"
"1106","Chaetodon","plebeius","Chaetodon plebeius","1-10m","1"
"1107","Chaetodon","punctatofasciatus","Chaetodon punctatofasciatus","1-59m","1"
"1108","Chaetodon","quadrimaculatus","Chaetodon quadrimaculatus","2-43m"," "
"1109","Chaetodon","rafflesii","Chaetodon rafflesii","1-15m","1"
"1110","Chaetodon","reticulatus","Chaetodon reticulatus","1-40m","1"
"1111","Chaetodon","semeion","Chaetodon semeion","1-50m, us<25m","1"
"1112","Chaetodon","speculum","Chaetodon speculum","1-30m","1"
"1113","Chaetodon","tinkeri","Chaetodon tinkeri","27-183m; us.>40m",NA
"1114","Chaetodon","trifascialis","Chaetodon trifascialis","1-46m","1"
"1115","Chaetodon","ulietensis","Chaetodon ulietensis","1-≥31m","1"
"1116","Chaetodon","unimaculatus","Chaetodon unimaculatus","1-60m","1"
"1117","Chaetodon","vagabundus","Chaetodon vagabundus","1-100m","1"
"1118","Chaetodon","xanthurus","Chaetodon xanthurus","10-50m","1"
"1119","Coradion","chrysozonus","Coradion chrysozonus","3-75m","1"
"1120","Forcipiger","flavissimus","Forcipiger flavissimus","2-145m","1"
"1121","Forcipiger","longirostris","Forcipiger longirostris","2-208m","1"
"1122","Hemitaurichthys","polylepis","Hemitaurichthys polylepis","3-60m","1"
"1123","Hemitaurichthys","thompsoni","Hemitaurichthys thompsoni","6-300m"," "
"1124","Heniochus","acuminatus","Heniochus acuminatus","1-178m","1"
"1125","Heniochus","chrysostomus","Heniochus chrysostomus","1-≥51m","1"
"1126","Heniochus","diphreutes","Heniochus diphreutes","3-215m",NA
"1127","Heniochus","monoceros","Heniochus monoceros","1-30m","1"
"1128","Heniochus","singularius","Heniochus singularis","2-250m","1"
"1129","Heniochus","varius","Heniochus varius","2-30m","1"
"1130","Prognathodes","geminus","Prognathodes geminus","110-177 m","1"
"1131","Prognathodes","guyotensis","Prognathodes guyotensis","126-342m;26.8°Nx135.3°E; 202m Maldives; pos. 100m","1"
"1132","Roa","excelsa","Roa excelsa","89-253m",NA
"1133","Apolemichthys","griffisi","Apolemichthys griffisi","10-110m, us.>40m; us ≥90m at Pohnpei, PNG, Sol (R Pyle pc)",NA
"1134","Apolemichthys","trimaculatus","Apolemichthys trimaculatus","2-127m","1"
"1135","Apolemichthys","xanthopunctatus","Apolemichthys xanthopunctatus","3-55m",NA
"1136","Centropyge","abei","Centropyge abei","111-155m(5m j. Miyazaki)","1"
"1137","Centropyge","aurantia","Centropyge aurantia","3->50m","1"
"1138","Centropyge","bicolor","Centropyge bicolor","1-45m","1"
"1139","Centropyge","bispinosa","Centropyge bispinosa","3-60m","1"
"1140","Centropyge","colini","Centropyge colini","17-≥101m","1"
"1141","Centropyge","ferrugata","Centropyge ferrugata","6-30m","?"
"1142","Centropyge","flavissima","Centropyge flavissima","2-25m","1"
"1143","Centropyge","heraldi","Centropyge heraldi","5-100m","1"
"1144","Centropyge","interrupta","Centropyge interrupta","10-60m",NA
"1145","Centropyge","loriculus","Centropyge loricula","1-70m","1"
"1146","Centropyge","multicolor","Centropyge multicolor","16-≥91m","1"
"1147","Centropyge","nigriocella","Centropyge nigriocella","4-15m"," "
"1148","Centropyge","nox","Centropyge nox","3-70m","1"
"1149","Centropyge","shepardi","Centropyge shepardi","1-100m","1"
"1150","Centropyge","tibicen","Centropyge tibicen","4-120m","1"
"1151","Centropyge","vrolikii","Centropyge vrolikii","1-25m","1"
"1152","Centropyge","fisheri","Centropyge Xiphipos fisheri","9-95m","1"
"1153","Genicanthus","bellus","Genicanthus bellus","20-110m","1"
"1154","Genicanthus","melanospilos","Genicanthus melanospilos","20-105m","1"
"1155","Genicanthus","takeuchii","Genicanthus takeuchii","(27)35-55m",NA
"1156","Genicanthus","watanabei","Genicanthus watanabei","8-81m","1"
"1157","Paracentropyge","multifasciata","Paracentropyge Centropyge multifasciata","7-≥91m","1"
"1158","Centropyge","venusta","Paracentropyge Centropyge venusta","15-35m","1"
"1159","Pygoplites","diacanthus","Pygoplites diacanthus diacanthus","1-≥101m","1"
"1160","Chaetodontoplus","poliourus","Chaetodontoplus polioururs","1-20m","1"
"1161","Pomacanthus","imperator","Pomacanthus imperator","1-105m","1"
"1162","Pomacanthus","navarchus","Pomacanthus navarchus","3-50m","1"
"1163","Pomacanthus","semicirculatus","Pomacanthus semicirculatus","1-40m","1"
"1164","Pomacanthus","sexstriatus","Pomacanthus sexstriatus","3-60m","1"
"1165","Pomacanthus","xanthometopon","Pomacanthus xanthometopon","j0.5, 5-30m","1"
